2025-11-10 08:16:02,938 - __main__ - INFO - ================================================================================
2025-11-10 08:16:02,938 - __main__ - INFO - IHM SERVIDOR FINAL - NEOCOUDE-HD-15
2025-11-10 08:16:02,938 - __main__ - INFO - ================================================================================
2025-11-10 08:16:02,938 - __main__ - INFO - Porta serial: /dev/ttyUSB0
2025-11-10 08:16:02,938 - __main__ - INFO - WebSocket: localhost:8086
2025-11-10 08:16:02,938 - __main__ - INFO - Modo: LIVE (CLP real)
2025-11-10 08:16:02,938 - __main__ - INFO - ================================================================================
2025-11-10 08:16:02,938 - modbus_client - INFO - Modbus client initialized in LIVE MODE: /dev/ttyUSB0 @ 57600
2025-11-10 08:16:02,939 - modbus_client - INFO - Connected to PLC on /dev/ttyUSB0
2025-11-10 08:16:02,950 - modbus_client - ERROR - Error reading register 6536: ExceptionResponse(dev_id=1, function_code=131, exception_code=2)
2025-11-10 08:16:02,951 - __main__ - INFO - ✓ Conectado ao CLP via Modbus RTU
2025-11-10 08:16:02,951 - __main__ - INFO - Iniciando servidor WebSocket na porta 8086...
2025-11-10 08:16:02,970 - websockets.server - INFO - server listening on 127.0.0.1:8086
2025-11-10 08:16:02,970 - __main__ - INFO - ✓ Servidor WebSocket rodando em ws://localhost:8086
2025-11-10 08:16:02,970 - __main__ - INFO - Iniciando polling do CLP...
2025-11-10 08:16:03,706 - websockets.server - INFO - connection open
2025-11-10 08:16:03,706 - __main__ - INFO - Cliente conectado. Total de clientes: 1
2025-11-10 08:16:03,926 - websockets.server - INFO - connection open
2025-11-10 08:16:03,926 - __main__ - INFO - Cliente conectado. Total de clientes: 2
2025-11-10 08:16:04,294 - websockets.server - INFO - connection open
2025-11-10 08:16:04,295 - __main__ - INFO - Cliente conectado. Total de clientes: 3
2025-11-10 08:16:06,131 - websockets.server - INFO - connection open
2025-11-10 08:16:06,131 - __main__ - INFO - Cliente conectado. Total de clientes: 4
2025-11-10 08:39:19,729 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:23,732 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:27,986 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:31,989 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:35,993 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:39,996 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:43,999 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:48,002 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:52,257 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:39:56,259 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:00,263 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:04,266 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:08,268 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:12,270 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:16,527 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:20,529 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:24,531 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:28,534 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:32,537 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:36,540 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:40,795 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:44,799 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:48,803 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:52,806 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:40:56,809 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:00,811 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:05,066 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:09,070 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:13,074 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:17,077 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:21,080 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:25,083 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:29,338 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:33,341 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:37,344 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:41,346 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:45,349 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:49,352 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:53,607 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:41:57,611 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:01,613 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:05,617 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:09,621 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:13,624 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:17,878 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:21,882 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:25,885 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:29,888 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:33,893 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:37,895 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:42,149 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:46,152 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:50,155 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:54,159 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:42:58,161 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:02,164 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:06,419 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:10,421 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:14,424 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:18,427 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:22,430 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:26,433 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:30,688 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:34,691 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:38,695 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:42,697 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:46,699 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:50,701 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:54,957 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:43:58,960 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:02,963 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:06,965 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:10,971 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:14,973 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:19,227 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:23,230 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:27,235 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:31,237 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:35,241 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:39,244 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:43,498 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:47,500 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:51,504 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:55,507 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:44:59,510 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:03,512 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:07,766 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:11,768 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:15,772 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:19,776 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:23,778 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:27,782 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:32,035 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:36,040 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:40,043 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:44,046 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:48,047 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:52,049 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:45:56,304 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:00,308 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:04,312 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:08,314 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:12,318 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:16,321 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:20,576 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:24,579 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:28,582 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:32,587 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:36,591 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:40,595 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:44,850 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:48,854 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:52,858 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:46:56,862 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:00,866 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:04,870 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:09,124 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:13,127 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:17,131 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:21,134 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:25,138 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:29,140 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:33,395 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:37,398 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:41,400 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:45,403 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:49,406 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:53,409 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:47:57,665 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:01,669 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:05,670 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:09,671 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:13,674 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:17,677 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:21,933 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:25,936 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:29,939 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:33,941 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:37,943 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:41,946 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:46,200 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:50,206 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:54,210 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:48:58,213 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:02,216 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:06,219 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:10,474 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:14,477 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:18,480 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
